Name,Description,engunits
18LCA30AA002XE05_I_UTGB_PI09,UTE-TRI: percentual abertura válvula descarga do condensador em automático bloco 1,%
18LCA30AA002XE60_I_UTGB_PI09,UTE-TRI: nível do condensador bloco 1- medição principal,mm
18LCA30AA002XE61_I_UTGB_PI09,UTE-TRI: nível do condensador bloco 1 - medição auxiliar,mm
18LCA31AA001LL_I_UTGB_PI09,UTE-TRI: percentual abertura válvula de controle recirculação do tanque de expansão bloco 1 - limite inferior,%
18LCA31AA001UL_I_UTGB_PI09,UTE-TRI: percentual abertura válvula de controle recirculação do tanque de expansão bloco 1 - limite superior,%
18LCA31AA001XE04_I_UTGB_PI09,UTE-TRI: percentual comando abertura válvula de controle recirculação do tanque de expansão bloco 1,%
18LCA31AA001XE05_I_UTGB_PI09,UTE-TRI: percentual abertura válvula descarga do condensador bloco 1 em automático,%
18LCA31AA001XE60_I_UTGB_PI09,UTE-TRI: nível do condensador bloco 1 - medição principal,mm
18LCA31AA001XE61_I_UTGB_PI09,UTE-TRI: nível do condensador bloco 1- medição auxiliar,mm
18LCA50AA002XL01_I_UTGB_PI09,UTE-TRI: muw sov-cntr opn,none
18LCA60AA001LL_I_UTGB_PI09,UTE-TRI: cv demiwtr prhtr l lim,%
18LCA60AA001UL_I_UTGB_PI09,UTE-TRI: cv demiwtr prhtr u lim,%
18LCA60AA001XE04_I_UTGB_PI09,UTE-TRI: cv demiwtr prhtr eff out,%
18LCA60AA001XE05_I_UTGB_PI09,UTE-TRI: cv demiwtr prhtr auto val,%
18LCA60AA001XE60_I_UTGB_PI09,UTE-TRI: cv demiwtr prhtr meas meas,mm
18LCA60AA001XE61_I_UTGB_PI09,UTE-TRI: cv demiwtr prhtr auxiliar value,mm
18LCA60CT001XQ50_I_UTGB_PI09,UTE-TRI: t aft demi wtr phr,°C
18LCB10AP001XB01_I_UTGB_PI09,UTE-TRI: status bomba de condensado 18LCB10 bloco 01,none
18LCB20AP001XB01_I_UTGB_PI09,UTE-TRI: status bomba de condensado 18LCB20 bloco 01,none
18LCB30AP001XB01_I_UTGB_PI09,UTE-TRI: status bomba de condensado 18LCB30 bloco 01,none
18LCC10CL001XQ50_I_UTGB_PI09,UTE-TRI: nível absoluto linear água desmineralizada tanque 18LCC10 : ponto 1,mm
18LCC10CL003XQ50_I_UTGB_PI09,UTE-TRI: nível absoluto linear água desmineralizada tanque 18LCC10 : ponto 2,mm
18LCC10CL901XJ60_I_UTGB_PI09,UTE-TRI: nível absoluto linear água desmineralizada tanque 18LCC10 : votação 2 de 3,mm
18MAA10CP010XJ60_I_UTGB_PI09,UTE-TRI: Pressão de Vapor na Valvula Crossover,bar
18MAA10CP011XJ60_I_UTGB_PI09,UTE-TRI: pressão admissão turbina alta pressão TV18,bar
18MAA10CP011XQ01_I_UTGB_PI09,UTE-TRI: pressão admissão turbina alta pressão TV18,bar
18MAA10CT002XJ60_I_UTGB_PI09,UTE-TRI: Temperatura do Vapor na Saida da Turbina de Alta Pressão,°C
18MAA10CT005AXJ60_I_UTGB_PI09,UTE-TRI: Temperatura do Vapor na entrada da Turbina a Vapor,°C
18MAA10CT005BXJ60_I_UTGB_PI09,UTE-TRI: Temperatura do Vapor na entrada da Turbina a Vapor,°C
18MAA10CT005CXJ60_I_UTGB_PI09,UTE-TRI: Temperatura do Vapor na entrada da Turbina a Vapor,°C
18MAA10CT015XJ60_I_UTGB_PI09,UTE-TRI: Temperatura do Vapor na Valvula Crossover,°C
18MAA10CT015XQ01_I_UTGB_PI09,UTE-TRI: t hpt extr,°C
18MAA10CT016XJ60_I_UTGB_PI09,UTE-TRI: Temperatura do Vapor na Valvula Crossover,°C
18MAA10CT016XQ01_I_UTGB_PI09,UTE-TRI: t hpt extr,°C
18MAA11CG001XJ60_I_UTGB_PI09,UTE-TRI: percentual abertura válvula parada principal A - medição 1 TV18,%
18MAA11CG001XQ50_I_UTGB_PI09,UTE-TRI: percentual abertura válvula parada principal A - medição 2 TV18,%
18MAA11CG011XJ60_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controladora admissão vapor A TV18,%
18MAA12CG001XJ60_I_UTGB_PI09,UTE-TRI: percentual abertura válvula parada principal B - medição 1 TV18,%
18MAA12CG001XQ50_I_UTGB_PI09,UTE-TRI: percentual abertura válvula parada principal B - medição 2 TV18,%
18MAA12CG011XJ61_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controladora admissão vapor B TV18,%
18MAA61CG011XJ60_I_UTGB_PI09,UTE-TRI: percentual abertura válvula crossover A TV18,%
18MAA61CG012XJ60_I_UTGB_PI09,UTE-TRI: percentual abertura válvula crossover B TV18,%
18MAA61CG013XJ60_I_UTGB_PI09,UTE-TRI: percentual abertura válvula crossover C TV18,%
18MAA61CG903XJ60_I_UTGB_PI09,UTE-TRI: co-cv position,%
18MAA61FU901XJ60_I_UTGB_PI09,UTE-TRI: co-cv position 203,%
18MAC10CP001XJ60_I_UTGB_PI09,UTE-TRI: pressão absoluta exaustão turbina baixa pressão - canal 1 TV18,mbara
18MAC10CP001XQ50_I_UTGB_PI09,UTE-TRI: Pressão no Condensador,mbar
18MAC10CP002XJ60_I_UTGB_PI09,UTE-TRI: pressão absoluta exaustão turbina baixa pressão - canal 2 TV18,mbara
18MAC10CP002XQ50_I_UTGB_PI09,UTE-TRI: Pressão no Condensador,mbar
18MAC10CP003XJ60_I_UTGB_PI09,UTE-TRI: pressão absoluta exaustão turbina baixa pressão - canal 3 TV18,mbara
18MAC10CP003XQ50_I_UTGB_PI09,UTE-TRI: Pressão no Condensador,mbar
18MAC10CP005XJ60_I_UTGB_PI09,UTE-TRI: Pressão de Vapor na Entrada da Turbina de Baixa Pressão,bar
18MAC10CP901XJ60_I_UTGB_PI09,UTE-TRI: pressão absoluta exaustão turbina baixa pressão - votação 2 de 3 TV18,mbara
18MAC10CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura vapor na saída TV18,°C
18MAC10CT003AXJ60_I_UTGB_PI09,UTE-TRI: Temperatura da Carcaça da Turbina a Vapor de Baixa Pressão,°C
18MAC10CT003BXJ60_I_UTGB_PI09,UTE-TRI: Tempertura da Carcaça da Turbina a Vapor de Baixa Pressão,°C
18MAC10CY910XJ60_I_UTGB_PI09,UTE-TRI: differential exp lp turb act val,mm
18MAD20CS001XQ01_I_UTGB_PI09,UTE-TRI: rotação TV18,rpm
18MAD20CS901XJ60_I_UTGB_PI09,UTE-TRI: rotação - votação 2 de 3 TV18,rpm
18MAD20CY004XJ50_I_UTGB_PI09,UTE-TRI: expansão absoluta turbina TV18,mm
18MAD20CY011XJ60_I_UTGB_PI09,UTE-TRI: deslocamento axial eixo - medição 1 TV18,mm
18MAD20CY012XJ60_I_UTGB_PI09,UTE-TRI: deslocamento axial eixo - medição 2 TV18,mm
18MAD20CY021XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo 18MAD20 - canal 1 TV18,µm
18MAD20CY022XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo 18MAD20 - canal 2 TV18,µm
18MAD21CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento escora 18MAD21 - medição 1 TV18,°C
18MAD21CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento escora 18MAD21 - medição 2 TV18,°C
18MAD21CT003XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento escora 18MAD21 - medição 3 TV18,°C
18MAD21CT004XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento escora 18MAD21 - medição 4 TV18,°C
18MAD21CT005XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento escora 18MAD21 - medição 5 TV18,°C
18MAD21CT006XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento escora 18MAD21 - medição 6 TV18,°C
18MAD30CY021XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo 18MAD30 - canal 1 TV18,µm
18MAD30CY022XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo 18MAD30 - canal 2 TV18,µm
18MAD31CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento radial 18MAD31 - medição 1 TV18,°C
18MAD31CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento radial 18MAD31 - medição 2 TV18,°C
18MAD40CY021XJ60_I_UTGB_PI09,UTE-TRI: vibração eixo baixa pressão 2 - canal 1 TV18,µm
18MAD40CY022XJ60_I_UTGB_PI09,UTE-TRI: vibração eixo baixa pressão 2 - canal 2 TV18,µm
18MAD41CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento radial 18MAD41 - medição 1 TV18,°C
18MAD41CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento radial 18MAD41 - medição 2 TV18,°C
18MAG01CT011XQ50_I_UTGB_PI09,UTE-TRI: t aft hp byp hrsg 1,°C
18MAG01CT012XQ50_I_UTGB_PI09,UTE-TRI: t aft hp byp hrsg 2,°C
18MAG02CP001XQ50_I_UTGB_PI09,UTE-TRI: pressão água resfriamento saída condensador bloco 1 - medição 1,bar
18MAG02CP002XQ50_I_UTGB_PI09,UTE-TRI: pressão água resfriamento saída condensador bloco 1 - medição 2,bar
18MAG03CL002XQ50_I_UTGB_PI09,UTE-TRI: nível água condensador bloco 1 - medição 1,mm
18MAG03CL003XQ50_I_UTGB_PI09,UTE-TRI: nível água condensador bloco 1 - medição 2,mm
18MAG03CL004XQ50_I_UTGB_PI09,UTE-TRI: nível água condensador bloco 1 - medição 3,mm
18MAG03CL902XJ60_I_UTGB_PI09,UTE-TRI: l cond 2/3,mm
18MAJ09AA002LL_I_UTGB_PI09,UTE-TRI: stm cv svce ejctr l lim,%
18MAJ09AA002UL_I_UTGB_PI09,UTE-TRI: stm cv svce ejctr u lim,%
18MAJ09AA002XE04_I_UTGB_PI09,UTE-TRI: stm cv svce ejctr eff out,%
18MAJ09AA002XE05_I_UTGB_PI09,UTE-TRI: stm cv svce ejctr auto val,%
18MAJ09AA002XE60_I_UTGB_PI09,UTE-TRI: stm cv svce ejctr meas meas,bar
18MAJ09AA002XE61_I_UTGB_PI09,UTE-TRI: stm cv svce ejctr auxiliar value,bar
18MAJ09CP001XQ50_I_UTGB_PI09,UTE-TRI: p bfr sov svce ejctr,bar
18MAJ09CP002XQ50_I_UTGB_PI09,UTE-TRI: p aft cv svce ejctr,bar
18MAJ11CT001XQ50_I_UTGB_PI09,UTE-TRI: t svce ejctr suct,°C
18MAJ15CT001XQ50_I_UTGB_PI09,UTE-TRI: t suct side stup ejctr,°C
18MAJ50AA002LL_I_UTGB_PI09,UTE-TRI: stm cv stup ejctr l lim,%
18MAJ50AA002UL_I_UTGB_PI09,UTE-TRI: stm cv stup ejctr u lim,%
18MAJ50AA002XE04_I_UTGB_PI09,UTE-TRI: stm cv stup ejctr eff out,%
18MAJ50AA002XE05_I_UTGB_PI09,UTE-TRI: stm cv stup ejctr auto val,%
18MAJ50AA002XE60_I_UTGB_PI09,UTE-TRI: stm cv stup ejctr meas,bar
18MAJ50AA002XE61_I_UTGB_PI09,UTE-TRI: stm cv stup ejctr auxiliar value,bar
18MAJ50CP003XQ50_I_UTGB_PI09,UTE-TRI: p aft cv stup ejctr,bar
18MAK70CG001XG31_I_UTGB_PI09,UTE-TRI: status giro lento TV 18MA,none
18MAV02CL001XJ60_I_UTGB_PI09,UTE-TRI: l lube oil tank act val,mm
18MAV40CP003XJ60_I_UTGB_PI09,UTE-TRI: p lube oil header act val,bar
18MAV40CP004XJ60_I_UTGB_PI09,UTE-TRI: p lube oil header act val,bar
18MAV40CP005XJ60_I_UTGB_PI09,UTE-TRI: p lube oil header act val,bar
18MAV40CT002XQ50_I_UTGB_PI09,UTE-TRI: t lube oil header,°C
18MAW01AA001XB01_I_UTGB_PI09,UTE-TRI: posição válvula corte vapor : digitalset NaoAberta_Aberta,none
18MAW01AA001XB02_I_UTGB_PI09,UTE-TRI: posição válvula corte vapor : digitalset NaoFechada_Fechada,none
18MAW10AA011XB01_I_UTGB_PI09,UTE-TRI: posição injeção vapor vivo na selagem : digitalset NaoAberta_Aberta,none
18MAW10AA011XB02_I_UTGB_PI09,UTE-TRI: posição injeção vapor vivo na selagem : digitalset NaoFechada_Fechada,none
18MAW10CG011_I_UTGB_PI09,UTE-TRI: posição válvula alimentação vapor externo para sistema de selagem TV 18MA,%
18MAW10CG012_I_UTGB_PI09,UTE-TRI: posição válvula alimentação vapor externo para sistema de selagem TV 18MA,%
18MAW10CG013_I_UTGB_PI09,UTE-TRI: posição válvula alimentação vapor externo para sistema de selagem TV 18MA,%
18MAW10CT004XJ60_I_UTGB_PI09,UTE-TRI: t gls sealing sys act val,°C
18MAW15AA002XB01_I_UTGB_PI09,UTE-TRI: posição válvula de injeção água desmineralizada resfriador 18MAW15AC001 : digitalset NaoAberta_Aberta,none
18MAW15AA002XB02_I_UTGB_PI09,UTE-TRI: posição válvula de injeção água desmineralizada resfriador 18MAW15AC001 : digitalset NaoFechada_Fechada,none
18MAW15AA003XB01_I_UTGB_PI09,UTE-TRI: posição válvula corte vapor : digitalset NaoAberta_Aberta,none
18MAW15AA003XB02_I_UTGB_PI09,UTE-TRI: posição válvula corte vapor : digitalset NaoFechada_Fechada,none
18MAW15AA011XB01_I_UTGB_PI09,UTE-TRI: posição válvula de controle injeção de água no resfriador 18MAW10AC001 : digitalset NaoAberta_Aberta,none
18MAW15AA011XB02_I_UTGB_PI09,UTE-TRI: posição válvula de controle injeção de água no resfriador 18MAW10AC001 : digitalset NaoFechada_Fechada,none
18MAW15AA012XB01_I_UTGB_PI09,UTE-TRI: posição válvula de alívio para condensador do vapor da selagem : digitalset NaoAberta_Aberta,none
18MAW15AA012XB02_I_UTGB_PI09,UTE-TRI: posição válvula de alívio para condensador do vapor da selagem : digitalset NaoFechada_Fechada,none
18MAW15CG011_I_UTGB_PI09,UTE-TRI: posição válvula alimentação água para resfriar vapor de selagem TV 18MA,%
18MAW15CG021_I_UTGB_PI09,UTE-TRI: posição válvula alimentação água para controle de temperatura vapor externo de selagem TV 18MA,%
18MAW15CP001XJ60_I_UTGB_PI09,UTE-TRI: p gls sealing sys act val,mbar
18MAW15CT002XJ60_I_UTGB_PI09,UTE-TRI: t gls sealing sys act val,°C
18MAW30AN001XB01_I_UTGB_PI09,UTE-TRI: status exaustor vapor glândula,none
18MAX11CP031XQ50_I_UTGB_PI09,UTE-TRI: p hydr header,bar
18MAX44CP001XJ60_I_UTGB_PI09,UTE-TRI: p safety system c1 act val,bar
18MAX44CP002XJ60_I_UTGB_PI09,UTE-TRI: p safety system c2 act val,bar
18MAX44CP003XJ60_I_UTGB_PI09,UTE-TRI: p safety system ch3 act val,bar
18MAY20CX100XJ64_I_UTGB_PI09,UTE-TRI: Rotação da Turbina a Vapor,rpm
18MAY20CX200XJ60_I_UTGB_PI09,UTE-TRI: Pressão do Vapor Antes da Divisão para a Turbina a Vapor,bar
18MAY20CX208XJ60_I_UTGB_PI09,UTE-TRI: Pressão de Vapor na Extração da Turbina a Vapor,bar
18MAY20CX300XJ60_I_UTGB_PI09,UTE-TRI: t live stm superheat act val,°C
18MAY20CX300XJ61_I_UTGB_PI09,UTE-TRI: t live stm-t hp met act val,°C
18MAY20CX305XJ60_I_UTGB_PI09,UTE-TRI: temp.hp exhaust act val,°C
18MAY20CX375XJ60_I_UTGB_PI09,UTE-TRI: t vent lp steam 102 act val,°C
18MAY20DP140XJ60_I_UTGB_PI09,UTE-TRI: lst pres setp ref val,bar
18MAY20DP221XJ60_I_UTGB_PI09,UTE-TRI: co_cv1 pos setpoint ref val,%
18MAY20DP221XJ61_I_UTGB_PI09,UTE-TRI: co-cv1 pos setp dmd,%
18MAY20DP221XJ62_I_UTGB_PI09,UTE-TRI: extr 1 setpoint bc ref val,%
18MAY20DP221XJ63_I_UTGB_PI09,UTE-TRI: co-cv1 pos setpoint ul act val,%
18MAY20DP221XJ64_I_UTGB_PI09,UTE-TRI: co-cv1 pos setpoint ll act val,%
18MAY20DS105XJ60_I_UTGB_PI09,UTE-TRI: y speed ctrl act val,%
18MAY20DS120XJ60_I_UTGB_PI09,UTE-TRI: high limit of speed set point,rpm
18MAY20DS120XJ61_I_UTGB_PI09,UTE-TRI: speed setpoint bc ref val,rpm
18MAY20DS120XJ62_I_UTGB_PI09,UTE-TRI: speed setpoint bc demand,rpm
18MAY20DU096XJ60_I_UTGB_PI09,UTE-TRI: steam flow dmnd mcv act val,%
18MAY20DU096XJ61_I_UTGB_PI09,UTE-TRI: y mcv demand act val,%
18MAY20DU122XJ60_I_UTGB_PI09,UTE-TRI: mcv pos setpoint dmd,%
18MAY20DU122XJ61_I_UTGB_PI09,UTE-TRI: high limit of set point,%
18MAY20DU122XJ62_I_UTGB_PI09,UTE-TRI: load setpoint bc ref val,MW
18MAY20DU122XJ63_I_UTGB_PI09,UTE-TRI: load setpoint bc,%
18MAY20DU201XJ60_I_UTGB_PI09,UTE-TRI: y co-cv demand extr1 act val,%
18MAY25CX050XD40_I_UTGB_PI09,UTE-TRI: status trip TV18,none
18MAY25CX260XJ60_I_UTGB_PI09,UTE-TRI: p safety sys 2o3 act val,bar
18MAY25CX323XJ60_I_UTGB_PI09,UTE-TRI: t metal radial brg thrb,°C
18MAY25CX323XJ61_I_UTGB_PI09,UTE-TRI: t metal radial brg lp,°C
18MAY25CX323XJ62_I_UTGB_PI09,UTE-TRI: t metal radial brg lp2,°C
18MAY25CX330XJ60_I_UTGB_PI09,UTE-TRI: t rdl brg de act val,°C
18MAY25CX330XJ61_I_UTGB_PI09,UTE-TRI: t rdl brg nde act val,°C
18MAY25CX335XJ60_I_UTGB_PI09,UTE-TRI: t rdl brg exc act val,°C
18MAY25CX340XJ60_I_UTGB_PI09,UTE-TRI: Temperatura da Carcaça do Rotor,°C
18MAY25CX340XJ61_I_UTGB_PI09,UTE-TRI: Temperatura do Rotor de Alta Pressão,°C
18MAY25CX780XJ60_I_UTGB_PI09,UTE-TRI: generator output 1o2 act val,MW
18MAY25DP460XJ60_I_UTGB_PI09,UTE-TRI: extr p setpoint dmd,bar
18MAY25DP460XJ61_I_UTGB_PI09,UTE-TRI: extr1 press setpoint act val,bar
18MAY25DS420XJ60_I_UTGB_PI09,UTE-TRI: target speed demand,rpm
18MAY25DS420XJ61_I_UTGB_PI09,UTE-TRI: target speed ref val,rpm
18MAY25DS430XJ60_I_UTGB_PI09,UTE-TRI: speed setpoint gradient ref val,%/mn
18MAY25DT411XJ60_I_UTGB_PI09,UTE-TRI: Temperatura do Vapor Vivo / Apos sincronismo das caldeiras,°C
18MAY25DT960XJ60_I_UTGB_PI09,UTE-TRI: Stress Reativo da Turbina a Vapor,%
18MAY25DT960XJ61_I_UTGB_PI09,UTE-TRI: margin hpt loading act val,%
18MAY25DT960XJ62_I_UTGB_PI09,UTE-TRI: dt1 hp surf stress act val,°C
18MAY25DT960XJ64_I_UTGB_PI09,UTE-TRI: margin hpt unloading act val,%
18MAY25DT982XJ60_I_UTGB_PI09,UTE-TRI: margin loading act val,%
18MAY25DT982XJ63_I_UTGB_PI09,UTE-TRI: margin unloading act val,%
18MAY25DU404XJ60_I_UTGB_PI09,UTE-TRI: setpoint potência ativa TV18,MW
18MAY25DU420XJ60_I_UTGB_PI09,UTE-TRI: setpoint potência ativa TV18,MW
18MAY25DU420XJ61_I_UTGB_PI09,UTE-TRI: setpoint potência ativa - limite inferior TV18,MW
18MAY25DU420XJ62_I_UTGB_PI09,UTE-TRI: setpoint potência ativa - limite superior TV18,MW
18MAY25DU420XJ63_I_UTGB_PI09,UTE-TRI: target load setpoint dmd,MW
18MAY25DU430XJ60_I_UTGB_PI09,UTE-TRI: load gradient  spt ref val,%/mn
18MAY25DU430XJ61_I_UTGB_PI09,UTE-TRI: load gradient ref val,%/mn
18MAY25DU430XJ62_I_UTGB_PI09,UTE-TRI: load gradient ref val dmd,%/mn
18MAY28CX270XJ60_I_UTGB_PI09,UTE-TRI: p lube oil 2o3 act val,bar
18MAY71EW100XJ60_I_UTGB_PI09,UTE-TRI: st turb speed ch1 act val,rpm
18MAY71EW902XJ60_I_UTGB_PI09,UTE-TRI: hp ref t strc ch1,°C
18MAY71EW910XJ60_I_UTGB_PI09,UTE-TRI: hp avg rtr temp ch1,°C
18MAY71EW910XJ61_I_UTGB_PI09,UTE-TRI: dt1 hp surf stress ch1,°C
18MAY71EW940XJ60_I_UTGB_PI09,UTE-TRI: hp rel ref strs ch1,%
18MAY72EW100XJ60_I_UTGB_PI09,UTE-TRI: st turb speed ch2 act val,rpm
18MAY72EW902XJ60_I_UTGB_PI09,UTE-TRI: hp ref t strc ch2,°C
18MAY72EW910XJ60_I_UTGB_PI09,UTE-TRI: hp avg rtr temp ch2,°C
18MAY72EW910XJ61_I_UTGB_PI09,UTE-TRI: dt1 hp surf stress ch2,°C
18MAY72EW940XJ60_I_UTGB_PI09,UTE-TRI: hp rel ref strs ch2,%
18MAY73EW100XJ60_I_UTGB_PI09,UTE-TRI: st turb speed ch3 act val,rpm
18MAY73EW902XJ60_I_UTGB_PI09,UTE-TRI: hp ref t strc ch3,°C
18MAY73EW910XJ60_I_UTGB_PI09,UTE-TRI: hp avg rtr temp ch3,°C
18MAY73EW910XJ61_I_UTGB_PI09,UTE-TRI: dt1 hp surf stress ch3,°C
18MAY73EW940XJ60_I_UTGB_PI09,UTE-TRI: hp rel ref strs ch3,%
18MAY80DP100XJ60_I_UTGB_PI09,UTE-TRI: gls ctrl var press manu pos,%
18MAY80DP100XJ61_I_UTGB_PI09,UTE-TRI: ctrl var press ctrl man stat,%
18MAY80DP100XJ62_I_UTGB_PI09,UTE-TRI: p setp gls seal sys act val,mbar
18MAY80DP100XJ64_I_UTGB_PI09,UTE-TRI: epc gls dump valve ctrl var,%
18MAY80DP100XJ65_I_UTGB_PI09,UTE-TRI: epc steam admis opr cv ctrl var,%
18MAY80DT110XJ60_I_UTGB_PI09,UTE-TRI: gls ctrl var temp lpt manu pos,%
18MAY80DT110XJ61_I_UTGB_PI09,UTE-TRI: ctrl var temp ctrl hpt man stat,%
18MAY80DT110XJ62_I_UTGB_PI09,UTE-TRI: t setp gls seal sys act val,°C
18MAY80DT110XJ63_I_UTGB_PI09,UTE-TRI: ctrl var temp ctrl lpt man stat,%
18MAY80DT110XJ64_I_UTGB_PI09,UTE-TRI: t setp gls seal sys act val,°C
18MAY80DT110XJ65_I_UTGB_PI09,UTE-TRI: gls ctrl var temp hpt manu pos,%
18MKA10CE103XQ50_I_UTGB_PI09,UTE-TRI: frequência gerador TV18,Hz
18MKA10CE104XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase AB gerador TV18,kV
18MKA10CE105XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase BC gerador TV18,kV
18MKA10CE106XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase CA gerador TV18,kV
18MKA10CE606XQ50_I_UTGB_PI09,UTE-TRI: potência reativa instantânea TV 18MA - bruta,MVAr
18MKA10CE607XE60_I_UTGB_PI09,UTE-TRI: Fator de Potência da Turbina a Vapor,none
18MKA10CE611XQ50_I_UTGB_PI09,UTE-TRI: corrente fase A gerador TV18,A
18MKA10CE612XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B gerador TV18,A
18MKA10CE613XQ50_I_UTGB_PI09,UTE-TRI: corrente fase C gerador TV18,A
18MKA10CE901XQ51_I_UTGB_PI09,UTE-TRI: potência ativa instantânea TV 18MA - bruta : ponto gerador : sistema ALSPA : ponto ONS IEC104 55,MW
18MKA10CE903XQ51_I_UTGB_PI09,UTE-TRI: frequência fase A gerador 18MKA : ponto gerador : sistema ALSPA,Hz
18MKA10CE904XQ51_I_UTGB_PI09,UTE-TRI: tensão fase A gerador 18MKA : ponto gerador : sistema ALSPA : ponto ONS IEC104 54,kV
18MKA10CE906XQ51_I_UTGB_PI09,UTE-TRI: potência reativa instantânea TV 18MA - bruta : ponto gerador : sistema ALSPA : ponto ONS IEC104 56,MVAr
18MKA10CE911XQ51_I_UTGB_PI09,UTE-TRI: corrente fase A gerador 18MKA : ponto gerador : sistema ALSPA,A
18MKA10CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 1,°C
18MKA10CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 2,°C
18MKA10CT003XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 3,°C
18MKA10CT004XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 4,°C
18MKA10CT005XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 5,°C
18MKA10CT006XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 6,°C
18MKA10CT007XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 7,°C
18MKA10CT008XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 8,°C
18MKA10CT009XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 9,°C
18MKA10CT010XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 10,°C
18MKA10CT011XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 11,°C
18MKA10CT012XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV18 - medição 12,°C
18MKA13CT011XJ60_I_UTGB_PI09,UTE-TRI: temperatura saída ar refrigeração gerador TV 18MKA - lado da turbina DE driving end,°C
18MKA13CT016XJ60_I_UTGB_PI09,UTE-TRI: temperatura entrada ar refrigeração gerador TV 18MKA - lado da turbina DE driving end,°C
18MKA13CT021XJ60_I_UTGB_PI09,UTE-TRI: temperatura saída ar refrigeração gerador TV 18MKA - lado oposto à turbina NDE non-driving end,°C
18MKA13CT026XJ60_I_UTGB_PI09,UTE-TRI: temperatura entrada ar refrigeração gerador TV 18MKA - lado oposto à turbina NDE non-driving end,°C
18MKC50EW801XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobrecorrente fase instantâneo 50T trafo excitação do gerador 18MKY,s
18MKD10CY020XJ60_I_UTGB_PI09,UTE-TRI: vibração pedestal gerador TV 18MKA - posição YI,mm/s
18MKD10CY021XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo TV 18MKA - posição YIZA lado da turbina DE driving end medição 1,µm
18MKD10CY022XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo TV 18MKA - posição YIZA lado da turbina DE driving end medição 2,µm
18MKD11CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento gerador TV 18MKA - lado da turbina DE driving end medição 1,°C
18MKD11CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento gerador TV 18MKA - lado da turbina DE driving end medição 2,°C
18MKD20CY020XJ60_I_UTGB_PI09,UTE-TRI: vibração pedestal gerador TV 18MKA - posição YI,mm/s
18MKD20CY021XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo TV 18MKA - posição YIZA lado da turbina NDE non-driving end medição 1,µm
18MKD20CY022XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo TV 18MKA - posição YIZA lado da turbina NDE non-driving end medição 2,µm
18MKD21CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento gerador TV 18MKA - lado da turbina NDE non-driving end medição 1,°C
18MKD21CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento gerador TV 18MKA - lado da turbina NDE non-driving end medição 2,°C
18MKD50CY020XJ60_I_UTGB_PI09,UTE-TRI: vibração pedestal gerador TV 18MKA - posição YIA,mm/s
